x,y,boneIndex1,boneIndex2,boneIndex3,boneIndex4,boneWeight1,boneWeight2,boneWeight3,boneWeight4
0.3271194158698413,0.18833925979875868,7,6,0,0,0.8965534567832947,0.10344651341438293,0.0,0.0
0.3068579609603122,0.19246026871727828,7,6,0,0,0.8904820680618286,0.10951791703701019,0.0,0.0
0.287313791411699,0.19590025996325783,7,6,0,0,0.8837465643882751,0.11625342816114426,0.0,0.0
0.2686717781026014,0.19865507890941797,7,6,0,0,0.8764565587043762,0.12354348599910736,0.0,0.0
0.2511168521236086,0.20072035015118428,7,6,0,0,0.8687651753425598,0.13123482465744019,0.0,0.0
0.2348337639293413,0.2020919190612774,7,6,0,0,0.8608923554420471,0.13910768926143646,0.0,0.0
0.22000744461038868,0.202765410235123,7,6,0,0,0.8531597852706909,0.14684025943279266,0.0,0.0
0.20682264462137134,0.20273668911610485,7,6,0,0,0.8480271100997925,0.15197288990020752,0.0,0.0
0.19546415455823626,0.2020014806529645,7,6,0,0,0.8448521494865417,0.15514783561229706,0.0,0.0
0.1861168854409095,0.2005555097944435,7,6,0,0,0.8430918455123901,0.15690810978412628,0.0,0.0
0.1789655676533485,0.19839452155994652,7,6,0,0,0.8422695398330688,0.15773046016693115,0.0,0.0
0.17419515235680566,0.19551426096887836,7,6,0,0,0.8419549465179443,0.15804503858089447,0.0,0.0
0.17199039000590158,0.19191019205135906,7,6,0,0,0.8418340682983398,0.15816594660282135,0.0,0.0
0.172504198983445,0.18771656747343507,7,6,0,0,0.8417367935180664,0.15826323628425598,0.0,0.0
0.1756529247652796,0.1831182380430429,7,6,0,0,0.8416998386383057,0.15830013155937195,0.0,0.0
0.18126642833958373,0.1781880201262188,7,6,0,0,0.8419424295425415,0.1580575406551361,0.0,0.0
0.1891747714011675,0.17299848924104072,7,6,0,0,0.8428419232368469,0.1571580469608307,0.0,0.0
0.19920797550351474,0.16762244168288176,7,6,0,0,0.8449278473854065,0.1550721526145935,0.0,0.0
0.21119606220010917,0.1621326135351254,7,6,0,0,0.8488993644714355,0.15110059082508087,0.0,0.0
0.2249690530444346,0.15660164052783918,7,6,0,0,0.8556503057479858,0.14434967935085297,0.0,0.0
0.24035696958997482,0.1511022788150698,7,6,0,0,0.86630779504776,0.1336921900510788,0.0,0.0
0.2571898534608768,0.14570728455086393,7,6,0,0,0.8758676052093506,0.124132439494133,0.0,0.0
0.27529774628128745,0.14048941388926822,7,6,0,0,0.8844121098518372,0.11558791249990463,0.0,0.0
0.29451048896872195,0.13552130256035028,7,6,0,0,0.8919679522514343,0.10803209245204926,0.0,0.0
0.3146585847725805,0.13087569668282514,7,6,0,0,0.8985285758972168,0.10147140175104141,0.0,0.0
0.3349200396821096,0.12675468776430554,7,6,0,0,0.9039267301559448,0.09607325494289398,0.0,0.0
0.3544642092307228,0.123314696518326,7,6,0,0,0.9081188440322876,0.091881163418293,0.0,0.0
0.3731062024691572,0.12055987757216588,7,6,0,0,0.911248505115509,0.08875145763158798,0.0,0.0
0.39066116858947636,0.11849460633039957,7,6,0,0,0.913458526134491,0.08654148131608963,0.0,0.0
0.4069442166424173,0.11712302738497483,7,6,0,0,0.9149248600006104,0.08507514744997025,0.0,0.0
0.42177053596136993,0.11644953621112925,7,6,0,0,0.9158305525779724,0.08416939526796341,0.0,0.0
0.43495535602105045,0.1164782573301474,7,6,0,0,0.9163402915000916,0.08365970849990845,0.0,0.0
0.4463138260135223,0.11721347582861934,7,6,0,0,0.916587769985199,0.08341219276189804,0.0,0.0
0.45566113527217544,0.11865943665180875,7,6,0,0,0.9166688323020935,0.08333120495080948,0.0,0.0
0.46281243298907326,0.12082042488630572,7,6,0,0,0.9166543483734131,0.08334563672542572,0.0,0.0
0.46758282821495295,0.1237006854773739,7,6,0,0,0.9165990352630615,0.08340099453926086,0.0,0.0
0.469787590565857,0.1273047543948932,7,6,0,0,0.9165328741073608,0.08346714824438095,0.0,0.0
0.4692737815883136,0.13149838900814878,7,6,0,0,0.9164635539054871,0.08353641629219055,0.0,0.0
0.4661250959478054,0.13609670840320934,7,6,0,0,0.9163702726364136,0.08362971991300583,0.0,0.0
0.46051157230283807,0.14102693635536506,7,6,0,0,0.916208028793335,0.08379200100898743,0.0,0.0
0.4526032493119175,0.14621645720521154,7,6,0,0,0.9159135222434998,0.08408648520708084,0.0,0.0
0.4425700452095702,0.1515925147987021,7,6,0,0,0.9154067635536194,0.08459325134754181,0.0,0.0
0.4305819585129758,0.15708234294645845,7,6,0,0,0.9145908951759338,0.08540912717580795,0.0,0.0
0.4168089475979872,0.16261331595374467,7,6,0,0,0.9133538603782654,0.08664608001708984,0.0,0.0
0.40142105112311016,0.16811266763118246,7,6,0,0,0.9115732312202454,0.08842674642801285,0.0,0.0
0.384588147181545,0.17350766189538833,7,6,0,0,0.9091218113899231,0.09087814390659332,0.0,0.0
0.36648027443179754,0.17872553255698403,7,6,0,0,0.9058759212493896,0.09412405639886856,0.0,0.0
0.34726751167369985,0.18369364388590198,7,6,0,0,0.9017215967178345,0.09827836602926254,0.0,0.0
1.0,-1.723801444095255e-05,7,0,0,0,1.0,0.0,0.0,0.0
0.9910619717050213,-0.028106633085235852,7,0,0,0,1.0,0.0,0.0,0.0
0.9657677177191281,-0.05138584517281684,7,0,0,0,1.0,0.0,0.0,0.0
0.9263960611403782,-0.07036065014818974,7,0,0,0,1.0,0.0,0.0,0.0
0.8752267081760094,-0.08553671080847762,7,0,0,0,1.0,0.0,0.0,0.0
0.8145386424893852,-0.09741979783061822,7,0,0,0,1.0,0.0,0.0,0.0
0.7466112491571325,-0.1065155715029017,7,0,0,0,1.0,0.0,0.0,0.0
0.6737237526905727,-0.11332969211361826,7,5,0,0,0.9976550340652466,0.0023449298460036516,0.0,0.0
0.5981552973183748,-0.11836793033970561,7,5,0,0,0.9948351979255676,0.005164759233593941,0.0,0.0
0.5221853483998182,-0.12213595650478552,7,5,0,0,0.9853402972221375,0.014659718610346317,0.0,0.0
0.4480931304462246,-0.12513953125046415,7,5,6,0,0.953403115272522,0.03912020102143288,0.007476720493286848,0.0
0.3781577475449364,-0.1278843249003632,7,5,6,0,0.9274215698242188,0.05378623306751251,0.018792230635881424,0.0
0.3146585847725805,-0.13087623859073116,7,5,6,0,0.8695625066757202,0.07893671840429306,0.05150073766708374,0.0
0.2501150851827045,-0.1326960155157466,7,5,6,0,0.762303352355957,0.14383536577224731,0.09386127442121506,0.0
0.17676947582894048,-0.13182733714242406,7,5,6,3,0.5217443704605103,0.2831658124923706,0.1848103404045105,0.010279389098286629
0.09648482605679468,-0.1286295887657594,5,7,6,3,0.48790425062179565,0.34394994378089905,0.12182652205228806,0.04631928354501724
0.011124295529757527,-0.12346202522143762,5,7,3,4,0.6298527121543884,0.16413411498069763,0.11700525134801865,0.08900795131921768
-0.07744892347385286,-0.11668416226376528,5,3,4,7,0.4278513789176941,0.29511263966560364,0.2245021015405655,0.05253389850258827
-0.16737176913502907,-0.10865527479909065,3,5,4,1,0.5604575872421265,0.2549310326576233,0.1337657868862152,0.05084550380706787
-0.25678099398112925,-0.09973461766309882,3,1,5,2,0.7137391567230225,0.16314199566841125,0.0685061514377594,0.05461271107196808
-0.3438134709634906,-0.09028171664542789,3,1,2,5,0.5039389133453369,0.37984663248062134,0.07274778187274933,0.043466683477163315
